0.106066,0.104595
0.212132,0.208208
0.318198,0.310841
0.424264,0.412492
0.530330,0.513163
0.636396,0.612852
0.742462,0.711561
0.848528,0.809288
0.954594,0.906035
1.060660,1.001800
1.166726,1.096585
1.272792,1.190388
1.378858,1.283211
1.484924,1.375052
1.590990,1.465913
1.697056,1.555792
1.803122,1.644691
1.909188,1.732608
2.015254,1.819545
2.121320,1.905500
2.227386,1.990475
2.333452,2.074468
2.439518,2.157481
2.545584,2.239512
2.651650,2.320563
2.757716,2.400632
2.863782,2.479721
2.969848,2.557828
3.075914,2.634955
3.181981,2.711101
3.288047,2.786265
3.394113,2.860449
3.500179,2.933651
3.606245,3.005873
3.712311,3.077113
3.818377,3.147373
3.924443,3.216651
4.030509,3.284949
4.136575,3.352265
4.242641,3.418601
4.348707,3.483955
4.454773,3.548329
4.560839,3.611721
4.666905,3.674133
4.772971,3.735563
4.879037,3.796013
4.985103,3.855481
5.091169,3.913969
5.197235,3.971475
5.303301,4.028001
5.409367,4.083545
5.515433,4.138109
5.621499,4.191691
5.727565,4.244293
5.833631,4.295913
5.939697,4.346553
6.045763,4.396211
6.151829,4.444889
6.257895,4.492586
6.363961,4.539301
6.470027,4.585036
6.576093,4.629789
6.682159,4.673562
6.788225,4.716353
6.894291,4.758164
7.000357,4.798993
7.106423,4.838842
7.212489,4.877709
7.318555,4.915596
7.424621,4.952501
7.530687,4.988426
7.636753,5.023369
7.742819,5.057332
7.848885,5.090313
7.954951,5.122314
8.061017,5.153333
8.167083,5.183372
8.273149,5.212429
8.379215,5.240506
8.485281,5.267601
8.591347,5.293716
8.697413,5.318849
8.803479,5.343002
8.909545,5.366173
9.015611,5.388364
9.121677,5.409573
9.227743,5.429802
9.333810,5.449050
9.439876,5.467316
9.545942,5.484602
9.652008,5.500906
9.758074,5.516230
9.864140,5.530572
9.970206,5.543934
10.076272,5.556314
10.182338,5.567714
10.288404,5.578132
10.394470,5.587570
10.500536,5.596026
10.606602,5.603502
10.712668,5.609996
10.818734,5.615510
10.924800,5.620042
11.030866,5.623594
11.136932,5.626164
11.242998,5.627754
11.349064,5.628362
11.455130,5.627990
11.561196,5.626636
11.667262,5.624302
11.773328,5.620986
11.879394,5.616690
11.985460,5.611412
12.091526,5.605154
12.197592,5.597914
12.303658,5.589694
12.409724,5.580493
12.515790,5.570310
12.621856,5.559147
12.727922,5.547002
12.833988,5.533877
12.940054,5.519770
13.046120,5.504683
13.152186,5.488614
13.258252,5.471565
13.364318,5.453534
13.470384,5.434523
13.576450,5.414530
13.682516,5.393557
13.788582,5.371602
13.894648,5.348667
14.000714,5.324750
14.106780,5.299853
14.212846,5.273974
14.318912,5.247115
14.424978,5.219274
14.531044,5.190453
14.637110,5.160650
14.743176,5.129867
14.849242,5.098102
14.955308,5.065357
15.061374,5.031630
15.167440,4.996923
15.273506,4.961234
15.379572,4.924565
15.485639,4.886915
15.591705,4.848283
15.697771,4.808671
15.803837,4.768077
15.909903,4.726503
16.015969,4.683947
16.122035,4.640411
16.228101,4.595893
16.334167,4.550395
16.440233,4.503915
16.546299,4.456455
16.652365,4.408013
16.758431,4.358591
16.864497,4.308187
16.970563,4.256803
17.076629,4.204437
17.182695,4.151091
17.288761,4.096763
17.394827,4.041455
17.500893,3.985165
17.606959,3.927895
17.713025,3.869643
17.819091,3.810411
17.925157,3.750197
18.031223,3.689003
18.137289,3.626827
18.243355,3.563671
18.349421,3.499533
18.455487,3.434415
18.561553,3.368316
18.667619,3.301235
18.773685,3.233174
18.879751,3.164131
18.985817,3.094108
19.091883,3.023103
19.197949,2.951118
19.304015,2.878151
19.410081,2.804204
19.516147,2.729275
19.622213,2.653366
19.728279,2.576475
19.834345,2.498604
19.940411,2.419751
20.046477,2.339918
20.152543,2.259103
20.258609,2.177308
20.364675,2.094531
20.470741,2.010774
20.576807,1.926035
20.682873,1.840316
20.788939,1.753615
20.895005,1.665934
21.001071,1.577271
21.107137,1.487628
21.213203,1.397003
21.319269,1.305398
21.425335,1.212811
21.531401,1.119244
21.637468,1.024696
21.743534,0.929166
21.849600,0.832656
21.955666,0.735164
22.061732,0.636692
22.167798,0.537238
22.273864,0.436804
22.379930,0.335388
22.485996,0.232992
22.592062,0.129614
22.698128,0.025256
